NACA 2210                                       
 Alfa =   8.00000 Re =  8452390.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00105  0.17242
   0.99416  0.00202  0.15805
   0.98350  0.00378  0.13106
   0.97075  0.00585  0.09966
   0.95659  0.00811  0.06679
   0.94172  0.01044  0.03450
   0.92656  0.01277  0.00359
   0.91127  0.01508 -0.02542
   0.89593  0.01735 -0.05270
   0.88057  0.01958 -0.07873
   0.86520  0.02178 -0.10349
   0.84982  0.02393 -0.12701
   0.83443  0.02604 -0.14983
   0.81903  0.02811 -0.17171
   0.80362  0.03014 -0.19306
   0.78821  0.03213 -0.21387
   0.77279  0.03408 -0.23476
   0.75737  0.03598 -0.25457
   0.74195  0.03785 -0.27464
   0.72652  0.03968 -0.29457
   0.71109  0.04146 -0.31412
   0.69566  0.04321 -0.33380
   0.68023  0.04491 -0.35339
   0.66479  0.04656 -0.37315
   0.64936  0.04818 -0.39290
   0.63392  0.04974 -0.41304
   0.61849  0.05127 -0.43305
   0.60306  0.05274 -0.45362
   0.58763  0.05417 -0.47434
   0.57221  0.05555 -0.49518
   0.55678  0.05687 -0.51640
   0.54137  0.05815 -0.53854
   0.52596  0.05937 -0.56066
   0.51055  0.06054 -0.58346
   0.49516  0.06165 -0.60678
   0.47977  0.06270 -0.63071
   0.46439  0.06369 -0.65532
   0.44903  0.06461 -0.68081
   0.43367  0.06547 -0.70689
   0.41833  0.06626 -0.73418
   0.40300  0.06698 -0.76232
   0.38769  0.06762 -0.79141
   0.37240  0.06819 -0.82203
   0.35712  0.06867 -0.85404
   0.34187  0.06907 -0.88745
   0.32664  0.06938 -0.92296
   0.31144  0.06960 -0.96052
   0.29628  0.06972 -1.00038
   0.28114  0.06974 -1.04333
   0.26605  0.06965 -1.09010
   0.25101  0.06945 -1.14145
   0.23605  0.06913 -1.19857
   0.22119  0.06868 -1.26464
   0.20655  0.06811 -1.34501
   0.19234  0.06740 -1.45750
   0.17852  0.06640 -1.53920
   0.16491  0.06510 -1.60918
   0.15146  0.06349 -1.67355
   0.13815  0.06156 -1.73262
   0.12501  0.05932 -1.79031
   0.11207  0.05675 -1.84645
   0.09937  0.05387 -1.90361
   0.08700  0.05068 -1.96299
   0.07506  0.04721 -2.02724
   0.06373  0.04350 -2.09809
   0.05322  0.03964 -2.17699
   0.04377  0.03577 -2.26561
   0.03556  0.03202 -2.35919
   0.02865  0.02850 -2.46309
   0.02293  0.02527 -2.63581
   0.01823  0.02232 -2.78588
   0.01438  0.01963 -2.91762
   0.01119  0.01715 -3.05946
   0.00855  0.01485 -3.20456
   0.00636  0.01268 -3.35061
   0.00455  0.01062 -3.48595
   0.00307  0.00864 -3.58970
   0.00189  0.00672 -3.64449
   0.00101  0.00485 -3.60744
   0.00040  0.00303 -3.43005
   0.00007  0.00127 -3.09014
   0.00001 -0.00042 -2.58040
   0.00021 -0.00212 -1.94330
   0.00074 -0.00384 -1.18082
   0.00160 -0.00552 -0.44099
   0.00281 -0.00714  0.14866
   0.00436 -0.00866  0.55407
   0.00624 -0.01010  0.79821
   0.00846 -0.01145  0.93064
   0.01106 -0.01275  0.98798
   0.01411 -0.01399  0.99954
   0.01769 -0.01520  0.98229
   0.02195 -0.01638  0.94735
   0.02706 -0.01754  0.90175
   0.03329 -0.01869  0.84993
   0.04091 -0.01982  0.79535
   0.05019 -0.02089  0.74149
   0.06119 -0.02187  0.69098
   0.07375 -0.02274  0.64590
   0.08752 -0.02347  0.60738
   0.10210 -0.02411  0.57433
   0.11721 -0.02467  0.54606
   0.13264 -0.02520  0.52098
   0.14818 -0.02573  0.49822
   0.16367 -0.02628  0.47628
   0.17906 -0.02688  0.45422
   0.19433 -0.02755  0.42901
   0.20948 -0.02824  0.39612
   0.22460 -0.02884  0.37234
   0.23975 -0.02932  0.35281
   0.25494 -0.02970  0.33567
   0.27017 -0.03000  0.32063
   0.28545 -0.03020  0.30699
   0.30077 -0.03033  0.29474
   0.31612 -0.03039  0.28409
   0.33150 -0.03037  0.27362
   0.34691 -0.03030  0.26473
   0.36235 -0.03016  0.25625
   0.37781 -0.02997  0.24859
   0.39330 -0.02973  0.24157
   0.40880 -0.02944  0.23491
   0.42432 -0.02910  0.22891
   0.43986 -0.02873  0.22311
   0.45542 -0.02831  0.21816
   0.47099 -0.02786  0.21323
   0.48657 -0.02737  0.20864
   0.50217 -0.02686  0.20416
   0.51777 -0.02631  0.20042
   0.53339 -0.02574  0.19655
   0.54902 -0.02514  0.19294
   0.56466 -0.02451  0.18965
   0.58030 -0.02387  0.18619
   0.59595 -0.02320  0.18333
   0.61161 -0.02252  0.18014
   0.62728 -0.02182  0.17751
   0.64295 -0.02109  0.17498
   0.65862 -0.02036  0.17195
   0.67430 -0.01961  0.16968
   0.68998 -0.01884  0.16746
   0.70567 -0.01806  0.16495
   0.72136 -0.01727  0.16293
   0.73705 -0.01646  0.16056
   0.75274 -0.01565  0.15878
   0.76843 -0.01482  0.15676
   0.78412 -0.01397  0.15499
   0.79981 -0.01312  0.15342
   0.81550 -0.01225  0.15206
   0.83118 -0.01138  0.15030
   0.84687 -0.01049  0.14940
   0.86255 -0.00958  0.14840
   0.87822 -0.00867  0.14814
   0.89389 -0.00774  0.14795
   0.90954 -0.00680  0.14791
   0.92514 -0.00585  0.14923
   0.94063 -0.00489  0.15108
   0.95581 -0.00393  0.15436
   0.97026 -0.00301  0.15951
   0.98326 -0.00216  0.16635
   0.99408 -0.00144  0.17440
   1.00000 -0.00105  0.17242
