viable	emission	foils	thickness	span	chord	alpha	Cl	Cd	stress	stability
0	794.699085314129	NACA4412	1.44	45	12	10	1.5639	0.00968	3672494.99312092	713469.230544077
0	798.094519298914	NACA4411	1.32	45	12	10	1.562	0.00966	4365262.69520468	711761.541139568
0	803.455730853839	NACA4410	1.2	45	12	10	1.559	0.00966	5271823.2366243	709292.968944454
0	805.957629579471	NACA2412	1.44	45	12	12	1.5576	0.01019	3657700.74895143	711900.445029438
0	809.88918471975	NACA4409	1.08	45	12	10	1.5554	0.00964	6493394.67547687	706195.140929122
0	811.676255238058	NACA2411	1.32	45	12	12	1.5544	0.01027	4344023.26083621	709842.117523523
0	816.127685438208	NACA4411	1.1	45	10	12	1.7468	0.01192	7494443.1546899	705415.039110039
0	818.109709103968	NACA4408	0.96	45	12	10	1.5508	0.00966	8193897.8064434	702569.752062964
0	818.2884161558	NACA2410	1.2	45	12	12	1.5507	0.01032	5243756.44197133	707167.570159797
0	818.509215364467	NACA4410	1	45	10	12	1.7453	0.012	9060489.16981632	704797.653582732
0	818.985521349717	NACA4412	1.2	45	10	12	1.745	0.01196	6290924.83357266	704343.408771644
0	822.954737893482	NACA4409	0.9	45	10	12	1.7425	0.0121	11167843.6396056	703356.216555715
0	825.972819384525	NACA2409	1.08	45	12	12	1.5464	0.01043	6455821.99187182	704436.310465849
0	826.508940540018	NACA2312	1.44	45	12	12	1.5461	0.01011	3630695.3826103	701922.815486274
0	829.146715701752	NACA4408	0.8	45	10	12	1.7386	0.01222	14102667.2264821	701239.987362956
0	829.725667472973	NACA4407	0.84	45	12	10	1.5443	0.00978	10657376.6861527	698116.399254865
0	833.121101457759	NACA2311	1.32	45	12	12	1.5424	0.01018	4310487.31183335	699406.267367631
0	835.26558607973	NACA4312	1.44	45	12	10	1.5412	0.0095	3619188.74825626	693609.275719711
0	837.231363649868	NACA2408	0.96	45	12	12	1.5401	0.01064	8137362.65908142	700798.573947981
0	839.7332623755	NACA2310	1.2	45	12	12	1.5387	0.01022	5203177.94367787	696684.229412981
0	840.448090582823	NACA4311	1.32	45	12	10	1.5383	0.0095	4299029.19592405	691254.7197636
0	841.520332893809	NACA4406	0.72	45	12	10	1.5377	0.00982	14443878.8948706	693037.015907618
0	842.949989308455	NACA2212	1.44	45	12	12	1.5369	0.01008	3609091.0895374	694231.99148173
0	844.864813215056	NACA4312	1.2	45	10	12	1.7287	0.01176	6232161.46693241	691378.666174496
0	845.182350538557	NACA4311	1.1	45	10	12	1.7285	0.01174	7415929.12347235	691116.604423856
0	846.524130345072	NACA4310	1.2	45	12	10	1.5349	0.00948	5190328.08588495	688358.047557516
0	848.311200863381	NACA2309	1.08	45	12	12	1.5339	0.0103	6403637.70908703	693362.988492523
0	848.83402975882	NACA4310	1	45	10	12	1.7262	0.01179	8961334.10011856	689758.491284546
0	849.204736122535	NACA2211	1.32	45	12	12	1.5334	0.01014	4285335.35008121	691824.192853635
0	850.45568548535	NACA2407	0.84	45	12	12	1.5327	0.01103	10577323.8663901	697568.68064364
0	854.208533573798	NACA4309	1.08	45	12	10	1.5306	0.00945	6389861.05843185	684669.972633138
0	854.232164258337	NACA4309	0.9	45	10	12	1.7228	0.01183	11041584.5178264	687554.501109182
0	855.816897040275	NACA2210	1.2	45	12	12	1.5297	0.01017	5172744.06995779	689048.811237173
0	860.105866284215	NACA2308	0.96	45	12	12	1.5273	0.01047	8069731.82859234	689241.536638342
0	863.599515301619	NACA4308	0.8	45	10	12	1.7169	0.01198	13926647.5101502	684217.509959763
0	863.680007320832	NACA4308	0.96	45	12	10	1.5253	0.00943	8059164.51132842	680257.990467803
0	864.394835528156	NACA4405	0.6	45	12	10	1.5249	0.01061	20626050.6825616	688302.853317073
0	864.573542579986	NACA4212	1.44	45	12	10	1.5248	0.00921	3580676.74756108	678296.044987884
0	865.109663735479	NACA2209	1.08	45	12	12	1.5245	0.01023	6364395.12843287	685286.952116293
0	867.409963183632	NACA4212	1.2	45	10	12	1.7145	0.01166	6180968.84077956	680612.968820128
0	869.95026177164	NACA4211	1.1	45	10	12	1.7129	0.0117	7348999.12964755	679708.111709996
0	871.379179727395	NACA4307	0.7	45	10	12	1.712	0.01205	18137993.3029764	681134.655431823
0	873.151481067867	NACA4211	1.32	45	12	10	1.52	0.00935	4247886.87369469	675435.40301607
0	874.402430430682	NACA4307	0.84	45	12	10	1.5193	0.00949	10484849.057354	675867.121328744
0	874.554552962406	NACA4210	1	45	10	12	1.71	0.01173	8877233.98864717	677819.659586519
0	874.581137482513	NACA2307	0.84	45	12	12	1.5192	0.01083	10484158.9468388	685287.995896716
0	875.832086845329	NACA2208	0.96	45	12	12	1.5185	0.01035	8023235.63263109	681324.031281787
0	880.428993447176	NACA4209	0.9	45	10	12	1.7063	0.01173	10935834.4919707	675189.181292336
0	881.729419555747	NACA4210	1.2	45	12	10	1.5152	0.00941	5123711.7178532	672019.687125301
0	886.911924058842	NACA2306	0.72	45	12	12	1.5123	0.01113	14205292.3539786	681900.184277234
0	887.256045902449	NACA4306	0.6	45	10	12	1.702	0.01266	24543619.6372279	677634.270443583
0	887.269338162504	NACA4306	0.72	45	12	10	1.5121	0.00966	14203413.7197983	671317.98400281
0	888.843732519954	NACA4208	0.8	45	10	12	1.701	0.01179	13797674.5382756	671785.639725724
0	890.307358043627	NACA4209	1.08	45	12	10	1.5104	0.00941	6305531.25745163	668190.703064533
0	899.481232857241	NACA4207	0.7	45	10	12	1.6943	0.01203	17950468.489038	668469.678684103
0	900.136245894324	NACA4208	0.96	45	12	10	1.5049	0.00938	7951377.87523643	663605.552748307
0	903.71038693094	NACA2206	0.72	45	12	12	1.5029	0.01095	14116996.5475067	673151.280021675
0	910.14384079685	NACA4207	0.84	45	12	10	1.4993	0.00937	10346826.954315	659099.097839658
0	910.277501856277	NACA4206	0.6	45	10	12	1.6875	0.01219	24334522.9951951	664629.478615923
0	917.292122870083	NACA4305	0.6	45	12	10	1.4953	0.01097	20225676.1660662	667285.43053396
0	922.474627373178	NACA4206	0.72	45	12	10	1.4924	0.00946	14018368.2530434	654294.729924933
0	927.835838928103	NACA2205	0.6	45	12	12	1.4894	0.01219	20145871.7860891	671292.743471591
0	929.670564660233	NACA4411	1.32	40	12	12	1.7523	0.01162	3697334.23732391	722160.71391555
0	929.974146022355	NACA4412	1.44	40	12	12	1.7521	0.01161	3106433.20121745	721954.71172246
0	931.870039854351	NACA4205	0.5	45	10	12	1.6739	0.01289	34759302.862214	659252.072089085
0	931.947424876152	NACA4410	1.2	40	12	12	1.7508	0.01166	4469944.79659596	721260.368023903
0	936.65293598905	NACA4409	1.08	40	12	12	1.7477	0.01174	5508679.29229584	719387.765448848
0	944.394260723174	NACA4408	0.96	40	12	12	1.7426	0.01193	6951577.31693023	716643.077509152
0	948.029735784988	NACA2404	0.48	45	12	12	1.4781	0.01775	31239103.2955996	701873.770382279
0	951.680213414115	NACA4407	0.84	40	12	12	1.7378	0.01198	9054601.35719235	713348.315039305
0	956.385724527014	NACA4312	1.44	40	12	12	1.7347	0.01141	3075583.39943606	707851.528348723
0	958.510794061871	NACA4311	1.32	40	12	12	1.7333	0.01144	3657244.44076558	706980.638087219
0	961.546607683097	NACA4310	1.2	40	12	12	1.7313	0.01143	4420159.5992384	705441.847849082
0	965.846533468966	NACA3412	1.2	45	10	12	1.6525	0.01119	5957451.74067554	634393.740302161
0	967.11668276297	NACA3411	1.1	45	10	12	1.6517	0.0112	7086427.61541179	633902.736586591
0	967.314653563425	NACA4309	1.08	40	12	12	1.7275	0.01146	5445009.71416208	702797.370619267
0	967.314653563425	NACA4406	0.72	40	12	12	1.7275	0.01252	12251271.8568647	708735.70519287
0	970.609593321481	NACA3410	1	45	10	12	1.6495	0.01121	8563156.41185585	632450.449819043
0	976.573885108161	NACA4308	0.96	40	12	12	1.7214	0.01159	6867006.30859847	699023.707548833
0	976.801571129753	NACA3409	0.9	45	10	12	1.6456	0.01131	10546802.5786714	630367.006618011
0	979.913280091509	NACA4212	1.44	40	12	12	1.7192	0.01137	3048102.25417102	696171.476565384
0	980.197005114539	NACA3412	1.44	45	12	10	1.4601	0.00906	3428742.20823317	626315.25931019
0	982.949093712733	NACA4211	1.32	40	12	12	1.7172	0.01142	3623273.61315563	694980.887416995
0	985.200802565802	NACA3411	1.32	45	12	10	1.4573	0.00906	4072661.54015479	624161.561236745
0	985.216310202531	NACA3408	0.8	45	10	12	1.6403	0.01147	13305306.0230062	627688.219556749
0	985.529535290775	NACA4307	0.84	40	12	12	1.7155	0.01172	8938409.84478276	695412.799752903
0	987.199232782449	NACA4210	1.2	40	12	12	1.7144	0.01139	4377012.42819518	692756.71837015
0	989.979370055047	NACA3312	1.2	45	10	12	1.6373	0.01104	5902654.00000488	623101.304373162
0	990.919428224389	NACA3410	1.2	45	12	10	1.4541	0.00903	4917099.53070904	621492.545501877
0	992.202131319555	NACA3311	1.1	45	10	12	1.6359	0.01105	7018639.54474308	622206.765216624
0	993.726232068083	NACA4209	1.08	40	12	12	1.7101	0.01141	5390165.62210627	689717.708773565
0	997.441497157323	NACA3310	1	45	10	12	1.6326	0.01108	8475422.34495051	620139.419983658
0	998.735324543104	NACA4306	0.72	40	12	12	1.7068	0.01214	12104469.351836	691394.432902419
0	999.139952608607	NACA3409	1.08	45	12	10	1.4495	0.00909	6051289.43172414	618396.481104151
0	1001.92292884539	NACA4208	0.96	40	12	12	1.7047	0.01143	6800386.69354468	685883.824397186
0	1005.06239292135	NACA3309	0.9	45	10	12	1.6278	0.01119	10432720.7325968	617532.577773265
0	1008.71407214161	NACA3212	1.2	45	10	12	1.6255	0.01097	5860113.64869476	614675.547131632
0	1009.50791545036	NACA3406	0.6	45	10	12	1.625	0.01219	23433244.3657434	621545.787682518
0	1011.94111379543	NACA4207	0.84	40	12	12	1.6981	0.01162	8847749.20281295	682142.389329144
0	1013.00082600887	NACA3211	1.1	45	10	12	1.6228	0.01103	6962435.51146713	613204.918518126
