NACA 2210                                       
 Alfa =   5.00000 Re =  8452390.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00105  0.19034
   0.99416  0.00202  0.17159
   0.98350  0.00378  0.13729
   0.97075  0.00585  0.10068
   0.95659  0.00811  0.06557
   0.94172  0.01044  0.03318
   0.92656  0.01277  0.00374
   0.91127  0.01508 -0.02290
   0.89593  0.01735 -0.04725
   0.88057  0.01958 -0.07010
   0.86520  0.02178 -0.09157
   0.84982  0.02393 -0.11166
   0.83443  0.02604 -0.13104
   0.81903  0.02811 -0.14945
   0.80362  0.03014 -0.16728
   0.78821  0.03213 -0.18460
   0.77279  0.03408 -0.20199
   0.75737  0.03598 -0.21822
   0.74195  0.03785 -0.23471
   0.72652  0.03968 -0.25102
   0.71109  0.04146 -0.26685
   0.69566  0.04321 -0.28287
   0.68023  0.04491 -0.29860
   0.66479  0.04656 -0.31452
   0.64936  0.04818 -0.33035
   0.63392  0.04974 -0.34643
   0.61849  0.05127 -0.36231
   0.60306  0.05274 -0.37863
   0.58763  0.05417 -0.39498
   0.57221  0.05555 -0.41130
   0.55678  0.05687 -0.42795
   0.54137  0.05815 -0.44520
   0.52596  0.05937 -0.46230
   0.51055  0.06054 -0.47986
   0.49516  0.06165 -0.49787
   0.47977  0.06270 -0.51616
   0.46439  0.06369 -0.53484
   0.44903  0.06461 -0.55411
   0.43367  0.06547 -0.57378
   0.41833  0.06626 -0.59427
   0.40300  0.06698 -0.61516
   0.38769  0.06762 -0.63656
   0.37240  0.06819 -0.65927
   0.35712  0.06867 -0.68263
   0.34187  0.06907 -0.70685
   0.32664  0.06938 -0.73232
   0.31144  0.06960 -0.75955
   0.29628  0.06972 -0.78745
   0.28114  0.06974 -0.81796
   0.26605  0.06965 -0.85069
   0.25101  0.06945 -0.88667
   0.23605  0.06913 -0.92587
   0.22119  0.06868 -0.97163
   0.20655  0.06811 -1.02741
   0.19234  0.06740 -1.11052
   0.17852  0.06640 -1.16257
   0.16491  0.06510 -1.23610
   0.15146  0.06349 -1.26937
   0.13815  0.06156 -1.29530
   0.12501  0.05932 -1.32101
   0.11207  0.05675 -1.34193
   0.09937  0.05387 -1.36099
   0.08700  0.05068 -1.37685
   0.07506  0.04721 -1.39224
   0.06373  0.04350 -1.40624
   0.05322  0.03964 -1.41971
   0.04377  0.03577 -1.43662
   0.03556  0.03202 -1.45272
   0.02865  0.02850 -1.47213
   0.02293  0.02527 -1.49024
   0.01823  0.02232 -1.50745
   0.01438  0.01963 -1.52455
   0.01119  0.01715 -1.53106
   0.00855  0.01485 -1.53310
   0.00636  0.01268 -1.51881
   0.00455  0.01062 -1.49272
   0.00307  0.00864 -1.41744
   0.00189  0.00672 -1.30445
   0.00101  0.00485 -1.13480
   0.00040  0.00303 -0.88641
   0.00007  0.00127 -0.56188
   0.00001 -0.00042 -0.20293
   0.00021 -0.00212  0.18144
   0.00074 -0.00384  0.54011
   0.00160 -0.00552  0.80690
   0.00281 -0.00714  0.95444
   0.00436 -0.00866  0.99959
   0.00624 -0.01010  0.98092
   0.00846 -0.01145  0.92851
   0.01106 -0.01275  0.86236
   0.01411 -0.01399  0.79241
   0.01769 -0.01520  0.72280
   0.02195 -0.01638  0.65736
   0.02706 -0.01754  0.59774
   0.03329 -0.01869  0.54203
   0.04091 -0.01982  0.49322
   0.05019 -0.02089  0.45028
   0.06119 -0.02187  0.41499
   0.07375 -0.02274  0.38598
   0.08752 -0.02347  0.36347
   0.10210 -0.02411  0.34490
   0.11721 -0.02467  0.32947
   0.13264 -0.02520  0.31549
   0.14818 -0.02573  0.30225
   0.16367 -0.02628  0.28813
   0.17906 -0.02688  0.27211
   0.19433 -0.02755  0.25131
   0.20948 -0.02824  0.21978
   0.22460 -0.02884  0.19990
   0.23975 -0.02932  0.18415
   0.25494 -0.02970  0.17196
   0.27017 -0.03000  0.16131
   0.28545 -0.03020  0.15211
   0.30077 -0.03033  0.14446
   0.31612 -0.03039  0.13789
   0.33150 -0.03037  0.13188
   0.34691 -0.03030  0.12689
   0.36235 -0.03016  0.12252
   0.37781 -0.02997  0.11870
   0.39330 -0.02973  0.11547
   0.40880 -0.02944  0.11248
   0.42432 -0.02910  0.10996
   0.43986 -0.02873  0.10773
   0.45542 -0.02831  0.10592
   0.47099 -0.02786  0.10441
   0.48657 -0.02737  0.10299
   0.50217 -0.02686  0.10162
   0.51777 -0.02631  0.10092
   0.53339 -0.02574  0.09993
   0.54902 -0.02514  0.09923
   0.56466 -0.02451  0.09872
   0.58030 -0.02387  0.09811
   0.59595 -0.02320  0.09793
   0.61161 -0.02252  0.09746
   0.62728 -0.02182  0.09747
   0.64295 -0.02109  0.09747
   0.65862 -0.02036  0.09711
   0.67430 -0.01961  0.09737
   0.68998 -0.01884  0.09760
   0.70567 -0.01806  0.09767
   0.72136 -0.01727  0.09811
   0.73705 -0.01646  0.09828
   0.75274 -0.01565  0.09896
   0.76843 -0.01482  0.09948
   0.78412 -0.01397  0.10024
   0.79981 -0.01312  0.10122
   0.81550 -0.01225  0.10240
   0.83118 -0.01138  0.10345
   0.84687 -0.01049  0.10513
   0.86255 -0.00958  0.10696
   0.87822 -0.00867  0.10946
   0.89389 -0.00774  0.11229
   0.90954 -0.00680  0.11544
   0.92514 -0.00585  0.11976
   0.94063 -0.00489  0.12472
   0.95581 -0.00393  0.13067
   0.97026 -0.00301  0.13688
   0.98326 -0.00216  0.14173
   0.99408 -0.00144  0.16969
   1.00000 -0.00105  0.19034
